"symbol";"companyname";"primaryexchange";"calculationprice";"open";"opentime";"close";"closetime";"high";"low";"latestprice";"latestsource";"latesttime";"latestupdate";"latestvolume";"iexrealtimeprice";"iexrealtimesize";"iexlastupdated";"delayedprice";"delayedpricetime";"extendedprice";"extendedchange";"extendedchangepercent";"extendedpricetime";"previousclose";"previousvolume";"changed";"changepercent";"volume";"iexmarketpercent";"iexvolume";"avgtotalvolume";"iexbidprice";"iexbidsize";"iexaskprice";"iexasksize";"marketcap";"peratio";"week52high";"week52low";"ytdchange";"lasttradetime";"isusmarketopen";"type";"runtimestamp"
"EVH";"Evolent Health, Inc.";"New York Stock Exchange";"previousclose";10.66;1574865000419.0;7.76;1574888405374.0;10.78;5.67;7.76;"Previous close";"November 27, 2019";1574830800000.0;15268097.0;0.0;0.0;0.0;7.73;1574891325519.0;0.0;0.0;0.0;1574902763281.0;7.76;15273290.0;0.0;0.0;15268097.0;0.0;0.0;1588813.0;0.0;0.0;0.0;0.0;656575718.0;-5.21;26.95;5.5;-0.606091;1574888405372.0;"false";"losers";1575007515582.0
"CENT";"Central Garden & Pet Co.";"NASDAQ";"previousclose";25.0;1574865000242.0;25.88;1574888400005.0;27.48;24.8;25.88;"Previous close";"November 27, 2019";1574830800000.0;408377.0;0.0;0.0;0.0;26.05;1574888783198.0;0.0;0.0;0.0;1574897624106.0;25.88;408880.0;0.0;0.0;408377.0;0.0;0.0;82424.0;0.0;0.0;0.0;0.0;1494763117.0;15.94;40.59;22.4;-0.259302;1574888400003.0;"false";"losers";1575007515582.0
"CENTA";"Central Garden & Pet Co.";"NASDAQ";"previousclose";25.7;1574865000796.0;24.51;1574888400493.0;25.7;23.5;24.51;"Previous close";"November 27, 2019";1574830800000.0;1504585.0;0.0;0.0;0.0;24.6;1574890297094.0;0.0;0.0;0.0;1574900846912.0;24.51;1504631.0;0.0;0.0;1504585.0;0.0;0.0;236571.0;0.0;0.0;0.0;0.0;1415635394.0;15.1;36.92;20.5;-0.226814;1574888400493.0;"false";"losers";1575007515583.0
"ETNB";"89bio, Inc.";"NASDAQ";"previousclose";0.0;0.0;0.0;0.0;0.0;0.0;30.12;"Previous close";"November 27, 2019";1574830800000.0;111715.0;0.0;0.0;0.0;0.0;1574891346491.0;30.12;0.0;0.0;1574891346491.0;30.12;111715.0;0.0;0.0;111715.0;0.0;0.0;130482.0;0.0;0.0;0.0;0.0;391349160.0;0.0;46.19;16.6;0.448077;1574888400231.0;"false";"losers";1575007515583.0
"VRCA";"Verrica Pharmaceuticals, Inc.";"NASDAQ";"previousclose";17.85;1574865000315.0;15.71;1574888400618.0;17.85;14.7;15.71;"Previous close";"November 27, 2019";1574830800000.0;223829.0;0.0;0.0;0.0;15.7;1574891220057.0;0.0;0.0;0.0;1574893042299.0;15.71;223830.0;0.0;0.0;223829.0;0.0;0.0;74500.0;0.0;0.0;0.0;0.0;404925250.0;-13.88;18.67;6.44;0.976101;1574888400618.0;"false";"losers";1575007515583.0
"ENOB";"Enochian Biosciences, Inc.";"NASDAQ";"previousclose";6.56;1574865000794.0;5.96;1574888400511.0;6.56;5.7;5.96;"Previous close";"November 27, 2019";1574830800000.0;121710.0;0.0;0.0;0.0;5.96;1574888400511.0;0.0;0.0;0.0;1574896473737.0;5.96;121912.0;0.0;0.0;121710.0;0.0;0.0;116479.0;0.0;0.0;0.0;0.0;275793040.0;-10.67;9.5;2.91;-0.146132;1574888400511.0;"false";"losers";1575007515583.0
"DAKT";"Daktronics, Inc.";"NASDAQ";"previousclose";6.65;1574865000697.0;6.28;1574888400397.0;6.65;6.1;6.28;"Previous close";"November 27, 2019";1574830800000.0;587334.0;0.0;0.0;0.0;6.28;1574890113156.0;0.0;0.0;0.0;1574894492647.0;6.28;587337.0;0.0;0.0;587334.0;0.0;0.0;111305.0;0.0;0.0;0.0;0.0;282293536.0;1697.3;9.14;5.77;-0.146739;1574888400397.0;"false";"losers";1575007515583.0
"MCRB";"Seres Therapeutics, Inc.";"NASDAQ";"previousclose";0.0;0.0;0.0;0.0;0.0;0.0;3.9;"Previous close";"November 27, 2019";1574830800000.0;159801.0;0.0;0.0;0.0;0.0;1574888403277.0;3.9;0.0;0.0;1574888403272.0;3.9;159801.0;0.0;0.0;159801.0;0.0;0.0;192882.0;0.0;0.0;0.0;0.0;272976600.0;-2.46;8.82;2.02;-0.192547;1574888403277.0;"false";"losers";1575007515583.0
"TTGT";"TechTarget, Inc.";"NASDAQ";"previousclose";28.78;1574865000841.0;26.53;1574888400303.0;29.07;25.51;26.53;"Previous close";"November 27, 2019";1574830800000.0;532141.0;0.0;0.0;0.0;26.53;1574890596330.0;0.0;0.0;0.0;1574894252273.0;26.53;532145.0;0.0;0.0;532141.0;0.0;0.0;151893.0;0.0;0.0;0.0;0.0;733607560.0;47.77;30.0;11.12;1.176374;1574888400303.0;"false";"losers";1575007515583.0
"SRRK";"Scholar Rock Holding Corp.";"NASDAQ";"previousclose";0.0;0.0;0.0;0.0;0.0;0.0;9.01;"Previous close";"November 27, 2019";1574830800000.0;67025.0;0.0;0.0;0.0;0.0;1574888415030.0;9.01;0.0;0.0;1574888415030.0;9.01;67025.0;0.0;0.0;67025.0;0.0;0.0;81834.0;0.0;0.0;0.0;0.0;267398780.0;-4.45;29.99;6.95;-0.58287;1574888415030.0;"false";"losers";1575007515583.0
"AVX";"AVX Corp.";"New York Stock Exchange";"previousclose";20.42;1574865076102.0;20.51;1574888520309.0;20.78;20.15;20.51;"Previous close";"November 27, 2019";1574830800000.0;7890140.0;0.0;0.0;0.0;20.51;1574891696475.0;0.0;0.0;0.0;1574902586560.0;20.51;7892842.0;0.0;0.0;7890140.0;0.0;0.0;493296.0;0.0;0.0;0.0;0.0;3468282020.0;14.94;20.78;13.03;0.309706;1574888400249.0;"false";"gainers";1575007515585.0
"GTT";"GTT Communications, Inc.";"New York Stock Exchange";"previousclose";7.0;1574865000384.0;8.57;1574888520423.0;8.61;7.0;8.57;"Previous close";"November 27, 2019";1574830800000.0;3185424.0;0.0;0.0;0.0;8.54;1574891931127.0;0.0;0.0;0.0;1574902364685.0;8.57;3186300.0;0.0;0.0;3185424.0;0.0;0.0;839983.0;0.0;0.0;0.0;0.0;485499070.0;-3.42;43.35;4.67;-0.630603;1574888399990.0;"false";"gainers";1575007515585.0
"MYOV";"Myovant Sciences Ltd.";"New York Stock Exchange";"previousclose";14.95;1574865000442.0;17.24;1574888520420.0;17.48;14.85;17.24;"Previous close";"November 27, 2019";1574830800000.0;5168961.0;0.0;0.0;0.0;17.25;1574891140875.0;0.0;0.0;0.0;1574902790548.0;17.24;5262166.0;0.0;0.0;5168961.0;0.0;0.0;3987608.0;0.0;0.0;0.0;0.0;1545117760.0;-4.54;26.02;4.14;0.018311;1574888400047.0;"false";"gainers";1575007515585.0
"CLVS";"Clovis Oncology, Inc.";"NASDAQ";"previousclose";11.05;1574865000434.0;12.41;1574888400789.0;12.66;11.05;12.41;"Previous close";"November 27, 2019";1574830800000.0;20141028.0;0.0;0.0;0.0;12.41;1574890951682.0;0.0;0.0;0.0;1574902771993.0;12.41;20183523.0;0.0;0.0;20141028.0;0.0;0.0;10051807.0;0.0;0.0;0.0;0.0;680256632.0;-1.65;32.05;2.93;-0.359979;1574888400789.0;"false";"gainers";1575007515585.0
"DTIL";"Precision BioSciences, Inc.";"NASDAQ";"previousclose";16.26;1574865000894.0;18.18;1574888400538.0;18.3;16.16;18.18;"Previous close";"November 27, 2019";1574830800000.0;1455374.0;0.0;0.0;0.0;18.18;1574891341415.0;0.0;0.0;0.0;1574899112616.0;18.18;1458389.0;0.0;0.0;1455374.0;0.0;0.0;732207.0;0.0;0.0;0.0;0.0;923307660.0;-10.47;19.0;6.24;0.042431;1574888400538.0;"false";"gainers";1575007515585.0
"DPLO";"Diplomat Pharmacy, Inc.";"New York Stock Exchange";"previousclose";4.4;1574865000417.0;4.9;1574888509479.0;5.0;4.4;4.9;"Previous close";"November 27, 2019";1574830800000.0;3046475.0;0.0;0.0;0.0;5.0;1574889159990.0;0.0;0.0;0.0;1574897400002.0;4.9;3046776.0;0.0;0.0;3046475.0;0.0;0.0;1633783.0;0.0;0.0;0.0;0.0;372272600.0;-0.56;16.35;2.43;-0.644412;1574888399957.0;"false";"gainers";1575007515585.0
"ALBO";"Albireo Pharma, Inc.";"NASDAQ";"previousclose";0.0;0.0;0.0;0.0;0.0;0.0;22.04;"Previous close";"November 27, 2019";1574830800000.0;75826.0;0.0;0.0;0.0;0.0;1574888407627.0;22.04;0.0;0.0;1574888407627.0;22.04;75826.0;0.0;0.0;75826.0;0.0;0.0;46796.0;0.0;0.0;0.0;0.0;279621480.0;-3.81;38.69;16.13;-0.086614;1574888407627.0;"false";"gainers";1575007515585.0
"AKBA";"Akebia Therapeutics, Inc.";"NASDAQ";"previousclose";4.97;1574865000422.0;5.55;1574888400309.0;5.57;4.9;5.55;"Previous close";"November 27, 2019";1574830800000.0;2518381.0;0.0;0.0;0.0;5.54;1574891151325.0;0.0;0.0;0.0;1574901515981.0;5.55;2523763.0;0.0;0.0;2518381.0;0.0;0.0;1349598.0;0.0;0.0;0.0;0.0;660133650.0;-2.28;10.45;2.99;-0.043103;1574888400309.0;"false";"gainers";1575007515585.0
"PTGX";"Protagonist Therapeutics, Inc.";"NASDAQ";"previousclose";7.75;1574865000865.0;8.7;1574888400630.0;9.041;7.39;8.7;"Previous close";"November 27, 2019";1574830800000.0;1772256.0;0.0;0.0;0.0;8.7;1574888420518.0;0.0;0.0;0.0;1574894230370.0;8.7;1774656.0;0.0;0.0;1772256.0;0.0;0.0;286937.0;0.0;0.0;0.0;0.0;228636000.0;-2.95;16.67;5.49;0.2627;1574888420518.0;"false";"gainers";1575007515585.0
"BOX";"Box, Inc.";"New York Stock Exchange";"previousclose";17.34;1574865171385.0;18.62;1574888648360.0;18.8;17.33;18.62;"Previous close";"November 27, 2019";1574830800000.0;11123986.0;0.0;0.0;0.0;18.65;1574891213633.0;0.0;0.0;0.0;1574902326317.0;18.62;11618260.0;0.0;0.0;11123986.0;0.0;0.0;1496430.0;0.0;0.0;0.0;0.0;2751663600.0;-20.41;24.92;12.46;0.013058;1574888399994.0;"false";"gainers";1575007515585.0
"ZZZOF";"Zinc One Resources, Inc.";"US OTC";"previousclose";0.0;0.0;0.0;0.0;0.0;0.0;0.0113;"Previous close";"November 27, 2019";1574830800000.0;0.0;0.0;0.0;0.0;0.0;1574791671000.0;0.0;0.0;0.0;0.0;0.0113;0.0;0.0;0.0;0.0;0.0;0.0;11286.0;0.0;0.0;0.0;0.0;1538395.0;-0.08;0.0732;0.0001;-0.767967;1574791671000.0;"undefined";"volume";1575007515594.0
"ZZZD-CT";"BMO Tactical Dividend ETF Fund";"Toronto Stock Exchange";"previousclose";0.0;0.0;0.0;0.0;0.0;0.0;32.03;"Previous close";"November 27, 2019";1574830800000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;32.03;8259.0;0.0;0.0;0.0;0.0;0.0;10095.0;0.0;0.0;0.0;0.0;0.0;0.0;32.57;30.0;0.059894;0.0;"false";"volume";1575007515594.0
"ZZZ-CT";"Sleep Country Canada Holdings, Inc.";"Toronto Stock Exchange";"previousclose";0.0;0.0;0.0;0.0;0.0;0.0;19.57;"Previous close";"November 27, 2019";1574830800000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;19.57;108139.0;0.0;0.0;0.0;0.0;0.0;126852.0;0.0;0.0;0.0;0.0;0.0;0.0;23.47;16.01;-0.008109;0.0;"false";"volume";1575007515594.0
"ZZLL";"ZZLL Information Technology, Inc.";"US OTC";"previousclose";0.0;0.0;0.0;0.0;0.0;0.0;0.12;"Previous close";"November 27, 2019";1574830800000.0;0.0;0.0;0.0;0.0;0.0;1574882091000.0;0.0;0.0;0.0;0.0;0.12;256.0;0.0;0.0;0.0;0.0;0.0;359.0;0.0;0.0;0.0;0.0;2433240.0;10.43;0.2;0.091;-0.4;1574882091000.0;"undefined";"volume";1575007515594.0
"ZZHGY";"ZhongAn Online P&C Insurance Co., Ltd.";"US OTC";"previousclose";0.0;0.0;0.0;0.0;0.0;0.0;0.0;"N/A";"N/A";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"undefined";"volume";1575007515594.0
"ZZHGF";"ZhongAn Online P&C Insurance Co., Ltd.";"US OTC";"previousclose";0.0;0.0;0.0;0.0;0.0;0.0;2.45;"Previous close";"November 27, 2019";1574830800000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1571347198000.0;2.45;0.0;0.0;0.0;0.0;0.0;0.0;60.0;0.0;0.0;0.0;0.0;3601041850.0;-24.9;3.75;2.45;-0.279412;1568297130000.0;"undefined";"volume";1575007515594.0
"ZZE-H-CV";"Zidane Capital Corp.";"TSX Venture Exchange";"previousclose";0.0;0.0;0.0;0.0;0.0;0.0;0.04;"Previous close";"November 27, 2019";1574830800000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.0;0.0;0.0;0.0;0.0;67.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04;0.04;-0.9;0.0;"false";"volume";1575007515594.0
"ZZCM88";"Cumulus Media, Inc.";"US OTC";"previousclose";0.0;0.0;0.0;0.0;0.0;0.0;0.0;"N/A";"N/A";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"undefined";"volume";1575007515594.0
"ZZCM14";"Cumulus Media, Inc.";"US OTC";"previousclose";0.0;0.0;0.0;0.0;0.0;0.0;0.0;"N/A";"N/A";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"undefined";"volume";1575007515594.0
"ZZCM13";"Cumulus Media, Inc.";"US OTC";"previousclose";0.0;0.0;0.0;0.0;0.0;0.0;0.0;"N/A";"N/A";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"undefined";"volume";1575007515594.0
"JE-A";"Just Energy Group, Inc.";"New York Stock Exchange";"previousclose";16.75;1574867556689.0;16.62;1574888520408.0;16.891;16.577;16.62;"Previous close";"November 27, 2019";1574830800000.0;151742.0;0.0;0.0;0.0;16.62;1574889000006.0;0.0;0.0;0.0;1574897400005.0;16.62;151742.0;0.0;0.0;151742.0;0.0;0.0;20275.0;0.0;0.0;0.0;0.0;2516317860.0;0.0;23.68;11.9;-0.10549;1574888360474.0;"false";"percent";1575007515597.0
"FPH";"Five Point Holdings LLC";"New York Stock Exchange";"previousclose";6.83;1574865000424.0;6.9;1574888520460.0;6.9;6.82;6.9;"Previous close";"November 27, 2019";1574830800000.0;214853.0;0.0;0.0;0.0;6.9;1574889000006.0;0.0;0.0;0.0;1574897400006.0;6.9;214853.0;0.0;0.0;214853.0;0.0;0.0;293961.0;0.0;0.0;0.0;0.0;1568349079.0;-37.42;9.4;6.44;0.0;1574888399958.0;"false";"percent";1575007515597.0
"FEDU";"Four Seasons Education (Cayman), Inc.";"New York Stock Exchange";"previousclose";2.08;1574865000422.0;1.995;1574888520391.0;2.1;1.98;1.99;"Previous close";"November 27, 2019";1574830800000.0;70392.0;0.0;0.0;0.0;1.995;1574889000007.0;0.0;0.0;0.0;1574897400005.0;1.99;70392.0;0.0;0.0;70392.0;0.0;0.0;47771.0;0.0;0.0;0.0;0.0;99368660.0;82.57;4.13;1.52;-0.195565;1574888382281.0;"false";"percent";1575007515597.0
"CHDN";"Churchill Downs, Inc.";"NASDAQ";"previousclose";131.36;1574865000321.0;132.39;1574888400758.0;134.22;131.25;132.39;"Previous close";"November 27, 2019";1574830800000.0;363763.0;0.0;0.0;0.0;132.39;1574890596413.0;0.0;0.0;0.0;1574893292360.0;132.39;364266.0;0.0;0.0;363763.0;0.0;0.0;332544.0;0.0;0.0;0.0;0.0;5273358480.0;36.69;135.32;74.57;0.63822;1574888400758.0;"false";"percent";1575007515597.0
"HSIC";"Henry Schein, Inc.";"NASDAQ";"previousclose";70.59;1574865000931.0;69.96;1574888400175.0;70.84;69.62;69.96;"Previous close";"November 27, 2019";1574830800000.0;1014065.0;0.0;0.0;0.0;69.96;1574888426252.0;0.0;0.0;0.0;1574893293975.0;69.96;1015305.0;0.0;0.0;1014065.0;0.0;0.0;1063009.0;0.0;0.0;0.0;0.0;10265930400.0;20.98;91.35;56.58;-0.084173;1574888426252.0;"false";"percent";1575007515597.0
"CHNG";"Change Healthcare, Inc.";"NASDAQ";"previousclose";13.48;1574865000627.0;13.62;1574888400542.0;13.7;13.25;13.62;"Previous close";"November 27, 2019";1574830800000.0;623364.0;0.0;0.0;0.0;13.67;1574890014514.0;0.0;0.0;0.0;1574893279163.0;13.62;624061.0;0.0;0.0;623364.0;0.0;0.0;769685.0;0.0;0.0;0.0;0.0;1701791760.0;0.0;15.5;11.24;-0.092;1574888400542.0;"false";"percent";1575007515597.0
"ENIC";"Enel Chile SA";"New York Stock Exchange";"previousclose";3.82;1574865000434.0;3.69;1574888520398.0;3.82;3.64;3.69;"Previous close";"November 27, 2019";1574830800000.0;639448.0;0.0;0.0;0.0;3.69;1574889000006.0;0.0;0.0;0.0;1574897400005.0;3.69;639448.0;0.0;0.0;639448.0;0.0;0.0;492373.0;0.0;0.0;0.0;0.0;5175896580.0;9.71;5.62;3.58;-0.246939;1574888399279.0;"false";"percent";1575007515597.0
"MSG";"The Madison Square Garden Co.";"New York Stock Exchange";"previousclose";278.84;1574865000431.0;283.15;1574888520390.0;285.15;277.7;283.15;"Previous close";"November 27, 2019";1574830800000.0;330560.0;0.0;0.0;0.0;283.15;1574890930412.0;0.0;0.0;0.0;1574898290069.0;283.15;331760.0;0.0;0.0;330560.0;0.0;0.0;174248.0;0.0;0.0;0.0;0.0;6762471450.0;-186.25;315.95;240.33;0.066037;1574888399990.0;"false";"percent";1575007515597.0
"ADUS";"Addus HomeCare Corp.";"NASDAQ";"previousclose";93.99;1574865000864.0;94.725;1574888400611.0;95.35;93.51;94.72;"Previous close";"November 27, 2019";1574830800000.0;144829.0;0.0;0.0;0.0;94.725;1574888421421.0;0.0;0.0;0.0;1574893279666.0;94.72;145992.0;0.0;0.0;144829.0;0.0;0.0;167618.0;0.0;0.0;0.0;0.0;1241589760.0;62.27;95.35;57.94;0.453506;1574888421421.0;"false";"percent";1575007515597.0
"PRMW";"Primo Water Corp.";"NASDAQ";"previousclose";0.0;0.0;0.0;0.0;0.0;0.0;10.32;"Previous close";"November 27, 2019";1574830800000.0;284067.0;0.0;0.0;0.0;0.0;1574888418326.0;10.32;0.0;0.0;1574888418326.0;10.32;284067.0;0.0;0.0;284067.0;0.0;0.0;312450.0;0.0;0.0;0.0;0.0;404905200.0;105.85;16.35;9.54;-0.266003;1574888418326.0;"false";"percent";1575007515597.0
"GE";"General Electric Co.";"New York Stock Exchange";"previousclose";11.39;1574865000597.0;11.29;1574888404540.0;11.47;11.26;11.29;"Previous close";"November 27, 2019";1574830800000.0;45280914.0;0.0;0.0;0.0;11.27;1574891247505.0;0.0;0.0;0.0;1574902793668.0;11.29;45508131.0;0.0;0.0;45280914.0;0.0;0.0;59172226.0;0.0;0.0;0.0;0.0;98601779500.0;361.86;11.84;6.66;0.402484;1574888404492.0;"false";"mostActive";1575007515603.0
"F";"Ford Motor Co.";"New York Stock Exchange";"previousclose";9.05;1574865096582.0;9.1;1574888563488.0;9.15;9.02;9.1;"Previous close";"November 27, 2019";1574830800000.0;37368444.0;0.0;0.0;0.0;9.09;1574891260508.0;0.0;0.0;0.0;1574902709534.0;9.1;37424079.0;0.0;0.0;37368444.0;0.0;0.0;38365691.0;0.0;0.0;0.0;0.0;36081955000.0;22.11;10.56;7.41;0.151899;1574888400053.0;"false";"mostActive";1575007515603.0
"ACB";"Aurora Cannabis, Inc.";"New York Stock Exchange";"previousclose";2.47;1574865001195.0;2.52;1574888466155.0;2.54;2.43;2.52;"Previous close";"November 27, 2019";1574830800000.0;35952131.0;0.0;0.0;0.0;2.52;1574891257122.0;0.0;0.0;0.0;1574902765827.0;2.52;36146886.0;0.0;0.0;35952131.0;0.0;0.0;27469258.0;0.0;0.0;0.0;0.0;2647360800.0;-8.54;10.32;2.14;-0.519084;1574888398317.0;"false";"mostActive";1575007515603.0
"AMD";"Advanced Micro Devices, Inc.";"NASDAQ";"previousclose";39.5;1574865000831.0;39.41;1574888400242.0;39.76;39.07;39.41;"Previous close";"November 27, 2019";1574830800000.0;33536376.0;0.0;0.0;0.0;39.42;1574891229994.0;0.0;0.0;0.0;1574902789560.0;39.41;33733792.0;0.0;0.0;33536376.0;0.0;0.0;57681499.0;0.0;0.0;0.0;0.0;43888158300.0;200.05;41.79;16.03;1.092937;1574888400886.0;"false";"mostActive";1575007515603.0
"BAC";"Bank of America Corp.";"New York Stock Exchange";"previousclose";33.49;1574865000510.0;33.42;1574888430434.0;33.6;33.31;33.42;"Previous close";"November 27, 2019";1574830800000.0;32078595.0;0.0;0.0;0.0;33.41;1574891566996.0;0.0;0.0;0.0;1574902744005.0;33.42;32107345.0;0.0;0.0;32078595.0;0.0;0.0;46217022.0;0.0;0.0;0.0;0.0;300616576200.0;12.23;33.6;22.66;0.338942;1574888430403.0;"false";"mostActive";1575007515603.0
"BMY";"Bristol-Myers Squibb Co.";"New York Stock Exchange";"previousclose";56.94;1574865000539.0;57.6;1574888407364.0;57.85;56.9;57.6;"Previous close";"November 27, 2019";1574830800000.0;25863432.0;0.0;0.0;0.0;57.65;1574891471877.0;0.0;0.0;0.0;1574900633465.0;57.6;25910682.0;0.0;0.0;25863432.0;0.0;0.0;22051895.0;0.0;0.0;0.0;0.0;93847104000.0;16.55;59.17;42.48;0.098608;1574888407345.0;"false";"mostActive";1575007515603.0
"SWN";"Southwestern Energy Co.";"New York Stock Exchange";"previousclose";1.89;1574865000594.0;1.95;1574888535523.0;1.99;1.875;1.95;"Previous close";"November 27, 2019";1574830800000.0;24580871.0;0.0;0.0;0.0;1.95;1574890416089.0;0.0;0.0;0.0;1574900049997.0;1.95;24600069.0;0.0;0.0;24580871.0;0.0;0.0;21060039.0;0.0;0.0;0.0;0.0;1055529150.0;0.98;5.02;1.56;-0.475806;1574888399374.0;"false";"mostActive";1575007515603.0
"ET";"Energy Transfer LP";"New York Stock Exchange";"previousclose";11.96;1574865000380.0;11.87;1574888483187.0;12.02;11.68;11.87;"Previous close";"November 27, 2019";1574830800000.0;21870127.0;0.0;0.0;0.0;11.9;1574891099890.0;0.0;0.0;0.0;1574901442697.0;11.87;21875006.0;0.0;0.0;21870127.0;0.0;0.0;18389302.0;0.0;0.0;0.0;0.0;31182490000.0;9.49;15.98;10.83;-0.104151;1574888399930.0;"false";"mostActive";1575007515603.0
"UBER";"Uber Technologies, Inc.";"New York Stock Exchange";"previousclose";29.42;1574865021483.0;29.49;1574888422276.0;29.59;28.88;29.49;"Previous close";"November 27, 2019";1574830800000.0;20807267.0;0.0;0.0;0.0;29.49;1574890927972.0;0.0;0.0;0.0;1574902745361.0;29.49;22463869.0;0.0;0.0;20807267.0;0.0;0.0;31510967.0;0.0;0.0;0.0;0.0;50304631800.0;-6.02;47.08;25.58;-0.290594;1574888422241.0;"false";"mostActive";1575007515603.0
"SIRI";"Sirius XM Holdings, Inc.";"NASDAQ";"previousclose";6.88;1574865000282.0;6.93;1574888400369.0;6.95;6.88;6.93;"Previous close";"November 27, 2019";1574830800000.0;20603346.0;0.0;0.0;0.0;6.93;1574891968169.0;0.0;0.0;0.0;1574898664097.0;6.93;20603715.0;0.0;0.0;20603346.0;0.0;0.0;20044519.0;0.0;0.0;0.0;0.0;30656379600.0;33.76;7.0;5.23;0.174576;1574888400369.0;"false";"mostActive";1575007515603.0
"CLVS";"Clovis Oncology, Inc.";"NASDAQ";"tops";0.0;0.0;0.0;0.0;0.0;0.0;14.75;"IEX price";"1:02:08 PM";1575050528756.0;0.0;14.75;15.0;1575050528756.0;0.0;0.0;0.0;0.0;0.0;0.0;12.41;20183523.0;2.34;0.18856;0.0;0.010389551432446988;346036.0;10051807.0;0.0;0.0;0.0;0.0;808524200.0;-1.96;32.05;2.93;-0.17143999999999998;1575053355914.0;"false";"mostActive";1575066602464.0
"X";"United States Steel Corp.";"New York Stock Exchange";"close";0.0;0.0;0.0;0.0;0.0;0.0;13.12;"Close";"November 29, 2019";1575050461315.0;0.0;13.105;200.0;1575050397461.0;0.0;0.0;0.0;0.0;0.0;0.0;13.93;7270212.0;-0.81;-0.05815;0.0;0.021065881865194886;511779.0;14189636.0;0.0;0.0;0.0;0.0;2230898560.0;3.67;24.74;9.93;-0.30555;1575053297586.0;"false";"mostActive";1575066602464.0
"GE";"General Electric Co.";"New York Stock Exchange";"close";0.0;0.0;0.0;0.0;0.0;0.0;11.27;"Close";"November 29, 2019";1575050469936.0;0.0;11.285;160.0;1575050397522.0;0.0;0.0;0.0;0.0;0.0;0.0;11.29;45508131.0;-0.02;-0.00177;0.0;0.0280502532770694;637124.0;59172226.0;0.0;0.0;0.0;0.0;98427108500.0;361.22;11.84;6.66;0.40073000000000003;1575053379854.0;"false";"mostActive";1575066602464.0
"BAC";"Bank of America Corp.";"New York Stock Exchange";"close";0.0;0.0;0.0;0.0;0.0;0.0;33.32;"Close";"November 29, 2019";1575050441015.0;0.0;33.335;50.0;1575050398120.0;0.0;0.0;0.0;0.0;0.0;0.0;33.42;32107345.0;-0.1;-0.00299;0.0;0.027133371688725632;529103.0;46217022.0;0.0;0.0;0.0;0.0;299717065200.0;12.19;33.6;22.66;0.33591;1575053217774.0;"false";"mostActive";1575066602464.0
"T";"AT&T, Inc.";"New York Stock Exchange";"close";0.0;0.0;0.0;0.0;0.0;0.0;37.38;"Close";"November 29, 2019";1575050546492.0;0.0;37.405;5.0;1575050396033.0;0.0;0.0;0.0;0.0;0.0;0.0;37.66;17069487.0;-0.28;-0.00743;0.0;0.021300993792780585;269906.0;31803390.0;0.0;0.0;0.0;0.0;273060900000.0;16.68;39.7;26.8;0.26747;1575053461483.0;"false";"mostActive";1575066602464.0
"AMD";"Advanced Micro Devices, Inc.";"NASDAQ";"tops";0.0;0.0;0.0;0.0;0.0;0.0;39.125;"IEX price";"12:59:45 PM";1575050385940.0;0.0;39.125;100.0;1575050385940.0;0.0;0.0;0.0;0.0;0.0;0.0;39.41;33733792.0;-0.285;-0.00723;0.0;0.01610333161749143;281584.0;57681499.0;0.0;0.0;0.0;0.0;43570773750.0;198.6;41.79;16.03;1.08567;1575053391232.0;"false";"mostActive";1575066602464.0
"ACB";"Aurora Cannabis, Inc.";"New York Stock Exchange";"close";0.0;0.0;0.0;0.0;0.0;0.0;2.5;"Close";"November 29, 2019";1575050459453.0;0.0;2.495;200.0;1575050391840.0;0.0;0.0;0.0;0.0;0.0;0.0;2.52;36146886.0;-0.02;-0.00794;0.0;0.007858653572434456;104076.0;27469258.0;0.0;0.0;0.0;0.0;2626350000.0;-8.47;10.32;2.14;-0.52704;1575053345956.0;"false";"mostActive";1575066602464.0
