"symbol";"companyname";"primaryexchange";"calculationprice";"open";"opentime";"close";"closetime";"high";"low";"latestprice";"latestsource";"latesttime";"latestupdate";"latestvolume";"iexrealtimeprice";"iexrealtimesize";"iexlastupdated";"delayedprice";"delayedpricetime";"extendedprice";"extendedchange";"extendedchangepercent";"extendedpricetime";"previousclose";"previousvolume";"changed";"changepercent";"volume";"iexmarketpercent";"iexvolume";"avgtotalvolume";"iexbidprice";"iexbidsize";"iexaskprice";"iexasksize";"marketcap";"peratio";"week52high";"week52low";"ytdchange";"lasttradetime";"isusmarketopen";"type";"runtimestamp"
"AKS";"AK Steel Holding Corp.";"New York Stock Exchange";"close";0.0;0.0;0.0;0.0;0.0;0.0;3.01;"Close";"December 3, 2019";1575406915632.0;0.0;3.015;100.0;1575406792173.0;0.0;0.0;0.0;0.0;0.0;0.0;2.89;10408951.0;0.12;0.04152;0.0;0.014775085909758661;630226.0;7611935.0;0.0;0.0;0.0;0.0;952421190.0;9.64;3.3;1.66;0.250725;1575406799943.0;"false";"mostActive";1575412202208.0
"F";"Ford Motor Co.";"New York Stock Exchange";"close";0.0;0.0;0.0;0.0;0.0;0.0;8.89;"Close";"December 3, 2019";1575406982690.0;0.0;8.9;900.0;1575406793569.0;0.0;0.0;0.0;0.0;0.0;0.0;9.01;37270512.0;-0.12;-0.01332;0.0;0.015419721081242305;631339.0;37675080.0;0.0;0.0;0.0;0.0;35249294500.0;21.6;10.56;7.41;0.127186;1575406800052.0;"false";"mostActive";1575412202208.0
"SIRI";"Sirius XM Holdings, Inc.";"NASDAQ";"tops";0.0;0.0;0.0;0.0;0.0;0.0;6.78;"IEX price";"3:59:56 PM";1575406796941.0;0.0;6.78;529.0;1575406796941.0;0.0;0.0;0.0;0.0;0.0;0.0;6.89;28649202.0;-0.11;-0.01597;0.0;0.017690388876732036;562669.0;20415125.0;0.0;0.0;0.0;0.0;29992821600.0;33.02;7.0;5.23;0.151827;1575406800234.0;"false";"mostActive";1575412202208.0
"FCX";"Freeport-McMoRan, Inc.";"New York Stock Exchange";"close";0.0;0.0;0.0;0.0;0.0;0.0;10.92;"Close";"December 3, 2019";1575407001985.0;0.0;10.93;100.0;1575406775045.0;0.0;0.0;0.0;0.0;0.0;0.0;11.45;24411694.0;-0.53;-0.04629;0.0;0.023440320861472887;711707.0;23454105.0;0.0;0.0;0.0;0.0;15843937200.0;-130.15;14.67;8.43;0.058922;1575406799083.0;"false";"mostActive";1575412202208.0
"AAPL";"Apple, Inc.";"NASDAQ";"tops";0.0;0.0;0.0;0.0;0.0;0.0;259.4;"IEX price";"3:59:58 PM";1575406798633.0;0.0;259.4;100.0;1575406798633.0;0.0;0.0;0.0;0.0;0.0;0.0;264.16;23693550.0;-4.76;-0.01802;0.0;0.01176438547299499;337362.0;23321984.0;0.0;0.0;0.0;0.0;1152584238000.0;21.74;268.25;142.0;0.6547259999999999;1575406800610.0;"false";"mostActive";1575412202208.0
"BOLD";"Audentes Therapeutics, Inc.";"NASDAQ";"tops";0.0;0.0;0.0;0.0;0.0;0.0;58.96;"IEX price";"3:59:54 PM";1575406794396.0;0.0;58.96;100.0;1575406794396.0;0.0;0.0;0.0;0.0;0.0;0.0;28.61;410959.0;30.35;1.06082;0.0;0.09583394155549729;2671367.0;331926.0;0.0;0.0;0.0;0.0;2699365680.0;-14.8;58.96;17.95;1.3489780000000002;1575406800389.0;"false";"mostActive";1575412202208.0
"MIRM";"Mirum Pharmaceuticals, Inc.";"NASDAQ";"tops";0.0;0.0;0.0;0.0;0.0;0.0;8.165;"IEX price";"3:57:07 PM";1575406627504.0;0.0;8.165;1600.0;1575406627504.0;0.0;0.0;0.0;0.0;0.0;0.0;7.69;53080.0;0.475;0.06177;0.0;0.44412241958296816;51182.0;60218.0;0.0;0.0;0.0;0.0;187713350.0;0.0;15.49;6.51;-0.356095;1575406800407.0;"false";"percent";1575412202210.0
"AVAL";"Grupo Aval Acciones y Valores SA";"New York Stock Exchange";"close";0.0;0.0;0.0;0.0;0.0;0.0;8.1;"Close";"December 3, 2019";1575406920386.0;0.0;8.08;100.0;1575406797002.0;0.0;0.0;0.0;0.0;0.0;0.0;7.98;334155.0;0.12;0.01504;0.0;0.3539383026579173;114401.0;166003.0;0.0;0.0;0.0;0.0;2882061000.0;8.78;8.64;5.58;0.329702;1575406799938.0;"false";"percent";1575412202210.0
"TDTF";"FlexShares iBoxx 5 Year Target Duration TIPS Index Fund";"NYSE Arca";"close";0.0;0.0;0.0;0.0;0.0;0.0;25.59;"Close";"December 3, 2019";1575406800084.0;0.0;25.6;3000.0;1575403330324.0;0.0;0.0;0.0;0.0;0.0;0.0;25.44;74665.0;0.15;0.0059;0.0;0.30005572463457497;28000.0;30123.0;0.0;0.0;0.0;0.0;0.0;0.0;25.89;23.93;0.060834;1575406789765.0;"false";"percent";1575412202210.0
"IWD";"iShares Russell 1000 Value ETF";"NYSE Arca";"close";0.0;0.0;0.0;0.0;0.0;0.0;132.22;"Close";"December 3, 2019";1575406800104.0;0.0;132.23;100.0;1575406783069.0;0.0;0.0;0.0;0.0;0.0;0.0;133.32;2288061.0;-1.1;-0.00825;0.0;0.21730802657171128;447575.0;1871961.0;0.0;0.0;0.0;0.0;0.0;0.0;134.72;104.06;0.19250699999999998;1575406800103.0;"false";"percent";1575412202211.0
"TLND";"Talend SA";"NASDAQ";"tops";0.0;0.0;0.0;0.0;0.0;0.0;37.71;"IEX price";"3:59:00 PM";1575406740005.0;0.0;37.71;27.0;1575406740005.0;0.0;0.0;0.0;0.0;0.0;0.0;37.35;200009.0;0.36;0.00964;0.0;0.2153396388650043;37566.0;263421.0;0.0;0.0;0.0;0.0;1152370387.0;-18.62;53.09;31.14;-0.000169000000000001;1575406800476.0;"false";"percent";1575412202211.0
"ATNX";"Athenex, Inc.";"NASDAQ";"tops";0.0;0.0;0.0;0.0;0.0;0.0;16.005;"IEX price";"3:59:54 PM";1575406794106.0;0.0;16.005;300.0;1575406794106.0;0.0;0.0;0.0;0.0;0.0;0.0;15.7;1005955.0;0.305;0.01943;0.0;0.20436638656549527;189530.0;1259143.0;0.0;0.0;0.0;0.0;1240483530.0;-8.8;21.11;8.82;0.248874;1575406800487.0;"false";"percent";1575412202211.0
"TRUP";"Trupanion, Inc.";"NASDAQ";"tops";0.0;0.0;0.0;0.0;0.0;0.0;32.39;"IEX price";"3:59:36 PM";1575406776836.0;0.0;32.39;100.0;1575406776836.0;0.0;0.0;0.0;0.0;0.0;0.0;33.36;293849.0;-0.97;-0.02908;0.0;0.20361995961415646;55158.0;311225.0;0.0;0.0;0.0;0.0;1131933330.0;-408.45;37.12;20.84;0.27761800000000003;1575406800403.0;"false";"percent";1575412202211.0
"XOMA";"XOMA Corp.";"NASDAQ";"tops";0.0;0.0;0.0;0.0;0.0;0.0;23.98;"IEX price";"3:44:04 PM";1575405844538.0;0.0;23.98;100.0;1575405844538.0;0.0;0.0;0.0;0.0;0.0;0.0;24.15;79504.0;-0.17;-0.00704;0.0;0.2015711555673819;33331.0;65654.0;0.0;0.0;0.0;0.0;209992860.0;-60.57;26.9;11.01;0.812854;1575406806609.0;"false";"percent";1575412202211.0
"SAUC";"Diversified Restaurant Holdings, Inc.";"NASDAQ";"tops";0.0;0.0;0.0;0.0;0.0;0.0;1.03;"IEX price";"3:56:18 PM";1575406578359.0;0.0;1.03;100.0;1575406578359.0;0.0;0.0;0.0;0.0;0.0;0.0;1.03;1465955.0;0.0;0.0;0.0;0.19775632663709888;64430.0;644771.0;0.0;0.0;0.0;0.0;34323720.0;-6.96;1.24;0.372;-0.063636;1575406800559.0;"false";"percent";1575412202211.0
"MYE";"Myers Industries, Inc.";"New York Stock Exchange";"close";0.0;0.0;0.0;0.0;0.0;0.0;16.5;"Close";"December 3, 2019";1575406920393.0;0.0;16.51;100.0;1575406799523.0;0.0;0.0;0.0;0.0;0.0;0.0;16.45;103876.0;0.05;0.00304;0.0;0.19484026369168356;46107.0;108608.0;0.0;0.0;0.0;0.0;586080000.0;27.93;19.55;14.24;0.081729;1575406799944.0;"false";"percent";1575412202211.0
"BOLD";"Audentes Therapeutics, Inc.";"NASDAQ";"tops";0.0;0.0;0.0;0.0;0.0;0.0;58.96;"IEX price";"3:59:54 PM";1575406794396.0;0.0;58.96;100.0;1575406794396.0;0.0;0.0;0.0;0.0;0.0;0.0;28.61;410959.0;30.35;1.06082;0.0;0.09583394155549729;2671367.0;331926.0;0.0;0.0;0.0;0.0;2699365680.0;-14.8;58.96;17.95;1.3489780000000002;1575406800389.0;"false";"gainers";1575412202213.0
"BCEL";"Atreca, Inc.";"NASDAQ";"tops";0.0;0.0;0.0;0.0;0.0;0.0;13.33;"IEX price";"3:59:58 PM";1575406798358.0;0.0;13.33;9.0;1575406798358.0;0.0;0.0;0.0;0.0;0.0;0.0;10.08;85603.0;3.25;0.32242;0.0;0.013725190912516515;5755.0;79925.0;0.0;0.0;0.0;0.0;372722676.0;0.0;23.65;9.51;-0.11913100000000004;1575406800599.0;"false";"gainers";1575412202213.0
"VRAY";"ViewRay, Inc.";"NASDAQ";"tops";0.0;0.0;0.0;0.0;0.0;0.0;4.445;"IEX price";"3:59:54 PM";1575406794873.0;0.0;4.445;56.0;1575406794873.0;0.0;0.0;0.0;0.0;0.0;0.0;3.4;2962860.0;1.045;0.30735;0.0;0.025546532035119404;516296.0;1617972.0;0.0;0.0;0.0;0.0;441859670.0;-4.25;9.76;2.12;-0.140702;1575406800324.0;"false";"gainers";1575412202213.0
"QURE";"uniQure NV";"NASDAQ";"tops";0.0;0.0;0.0;0.0;0.0;0.0;63.96;"IEX price";"3:59:48 PM";1575406788136.0;0.0;63.96;100.0;1575406788136.0;0.0;0.0;0.0;0.0;0.0;0.0;54.78;548641.0;9.18;0.16758;0.0;0.04010758547561786;116954.0;413781.0;0.0;0.0;0.0;0.0;2733791112.0;-23.41;82.49;24.07;1.087664;1575406800312.0;"false";"gainers";1575412202213.0
"MESA";"Mesa Air Group, Inc.";"NASDAQ";"tops";0.0;0.0;0.0;0.0;0.0;0.0;8.09;"IEX price";"3:59:44 PM";1575406784548.0;0.0;8.09;100.0;1575406784548.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;268871.0;1.09;0.15571;0.0;0.020104292080779147;30658.0;214636.0;0.0;0.0;0.0;0.0;254133597.0;3.51;12.95;5.35;0.06480099999999998;1575406800453.0;"false";"gainers";1575412202213.0
"AXSM";"Axsome Therapeutics, Inc.";"NASDAQ";"tops";0.0;0.0;0.0;0.0;0.0;0.0;45.58;"IEX price";"3:59:21 PM";1575406761171.0;0.0;45.58;100.0;1575406761171.0;0.0;0.0;0.0;0.0;0.0;0.0;39.62;934612.0;5.96;0.15043;0.0;0.025839700272722796;89735.0;868720.0;0.0;0.0;0.0;0.0;1572920220.0;-28.38;45.58;1.94;13.934012;1575406800414.0;"false";"gainers";1575412202213.0
"RUBY";"Rubius Therapeutics, Inc.";"NASDAQ";"tops";0.0;0.0;0.0;0.0;0.0;0.0;8.29;"IEX price";"3:59:05 PM";1575406745112.0;0.0;8.29;10.0;1575406745112.0;0.0;0.0;0.0;0.0;0.0;0.0;7.23;452983.0;1.06;0.14661;0.0;0.05411243298899845;19340.0;356786.0;0.0;0.0;0.0;0.0;661550290.0;-4.43;23.98;6.96;-0.45394199999999996;1575406800323.0;"false";"gainers";1575412202213.0
"AKBA";"Akebia Therapeutics, Inc.";"NASDAQ";"tops";0.0;0.0;0.0;0.0;0.0;0.0;6.065;"IEX price";"3:59:52 PM";1575406792226.0;0.0;6.065;100.0;1575406792226.0;0.0;0.0;0.0;0.0;0.0;0.0;5.32;3508814.0;0.745;0.14004;0.0;0.05856995696585188;152093.0;1560645.0;0.0;0.0;0.0;0.0;721389295.0;-2.49;10.45;2.99;0.057281;1575406800244.0;"false";"gainers";1575412202213.0
"APLT";"Applied Therapeutics, Inc.";"NASDAQ";"tops";0.0;0.0;0.0;0.0;0.0;0.0;19.57;"IEX price";"3:59:28 PM";1575406768433.0;0.0;19.57;2.0;1575406768433.0;0.0;0.0;0.0;0.0;0.0;0.0;17.28;26217.0;2.29;0.13252;0.0;0.11403906067717984;8309.0;33798.0;0.0;0.0;0.0;0.0;335312380.0;0.0;20.5;7.95;0.970818;1575406800293.0;"false";"gainers";1575412202213.0
"CARA";"CARA Therapeutics, Inc.";"NASDAQ";"tops";0.0;0.0;0.0;0.0;0.0;0.0;16.93;"IEX price";"3:59:56 PM";1575406796638.0;0.0;16.93;100.0;1575406796638.0;0.0;0.0;0.0;0.0;0.0;0.0;25.88;625508.0;-8.95;-0.34583;0.0;0.02697583697481729;152381.0;443417.0;0.0;0.0;0.0;0.0;790275470.0;-7.07;27.55;12.19;0.43164299999999994;1575406800618.0;"false";"losers";1575412202235.0
"CLVS";"Clovis Oncology, Inc.";"NASDAQ";"tops";0.0;0.0;0.0;0.0;0.0;0.0;11.74;"IEX price";"3:59:51 PM";1575406791387.0;0.0;11.74;35.0;1575406791387.0;0.0;0.0;0.0;0.0;0.0;0.0;16.43;39945806.0;-4.69;-0.28545;0.0;0.012361426693944709;324405.0;12256630.0;0.0;0.0;0.0;0.0;643530448.0;-1.56;32.05;2.93;-0.438106;1575406800494.0;"false";"losers";1575412202235.0
"CBL";"CBL & Associates Properties, Inc.";"New York Stock Exchange";"close";0.0;0.0;0.0;0.0;0.0;0.0;1.02;"Close";"December 3, 2019";1575406920404.0;0.0;1.015;100.0;1575406795454.0;0.0;0.0;0.0;0.0;0.0;0.0;1.35;1427589.0;-0.33;-0.24444;0.0;0.029701194468908825;458206.0;2153604.0;0.0;0.0;0.0;0.0;204266971.0;-0.72;2.63;0.7749;-0.579415;1575406797677.0;"false";"losers";1575412202235.0
"DLTH";"Duluth Holdings, Inc.";"NASDAQ";"tops";0.0;0.0;0.0;0.0;0.0;0.0;7.705;"IEX price";"3:59:12 PM";1575406752777.0;0.0;7.705;43.0;1575406752777.0;0.0;0.0;0.0;0.0;0.0;0.0;9.05;602691.0;-1.345;-0.14862;0.0;0.016764226333435044;17911.0;348426.0;0.0;0.0;0.0;0.0;252200060.0;20.88;32.72;7.705;-0.794551;1575406800505.0;"false";"losers";1575412202235.0
"JE";"Just Energy Group, Inc.";"New York Stock Exchange";"close";0.0;0.0;0.0;0.0;0.0;0.0;1.95;"Close";"December 3, 2019";1575406890756.0;0.0;1.95;100.0;1575406433522.0;0.0;0.0;0.0;0.0;0.0;0.0;2.27;1431105.0;-0.32;-0.14097;0.0;0.012639784704780922;14635.0;577949.0;0.0;0.0;0.0;0.0;295235850.0;-1.46;4.42;1.08;-0.481086;1575406799773.0;"false";"losers";1575412202235.0
"PTGX";"Protagonist Therapeutics, Inc.";"NASDAQ";"tops";0.0;0.0;0.0;0.0;0.0;0.0;4.685;"IEX price";"3:59:43 PM";1575406783581.0;0.0;4.685;100.0;1575406783581.0;0.0;0.0;0.0;0.0;0.0;0.0;8.85;468449.0;-4.165;-0.47062;0.0;0.03550562165739914;134430.0;307292.0;0.0;0.0;0.0;0.0;123121800.0;-1.59;16.67;4.685;-0.18614999999999998;1575406800593.0;"false";"losers";1575412202235.0
"PBYI";"Puma Biotechnology, Inc.";"NASDAQ";"tops";0.0;0.0;0.0;0.0;0.0;0.0;9.355;"IEX price";"3:59:22 PM";1575406762618.0;0.0;9.355;1.0;1575406762618.0;0.0;0.0;0.0;0.0;0.0;0.0;10.73;4126832.0;-1.375;-0.12815;0.0;0.013507804750122573;47387.0;1609505.0;0.0;0.0;0.0;0.0;364480155.0;-3.79;43.9;6.26;-0.633224;1575406800327.0;"false";"losers";1575412202235.0
"PLUG";"Plug Power, Inc.";"NASDAQ";"tops";0.0;0.0;0.0;0.0;0.0;0.0;3.375;"IEX price";"3:59:43 PM";1575406783569.0;0.0;3.375;100.0;1575406783569.0;0.0;0.0;0.0;0.0;0.0;0.0;3.8;10314911.0;-0.425;-0.11184;0.0;0.03663349440670954;691671.0;9018070.0;0.0;0.0;0.0;0.0;881114625.0;-8.41;4.04;0.9892;1.745303;1575406800830.0;"false";"losers";1575412202235.0
"CLF";"Cleveland-Cliffs, Inc.";"New York Stock Exchange";"close";0.0;0.0;0.0;0.0;0.0;0.0;7.51;"Close";"December 3, 2019";1575406805985.0;0.0;7.505;100.0;1575406789473.0;0.0;0.0;0.0;0.0;0.0;0.0;8.41;11511360.0;-0.9;-0.10702;0.0;0.031511946542416173;1706966.0;10638509.0;0.0;0.0;0.0;0.0;2028315820.0;2.59;12.26;6.59;-0.03704500000000001;1575406805977.0;"false";"losers";1575412202235.0
"INMD";"InMode Ltd.";"NASDAQ";"tops";0.0;0.0;0.0;0.0;0.0;0.0;44.0;"IEX price";"3:59:57 PM";1575406797434.0;0.0;44.0;46.0;1575406797434.0;0.0;0.0;0.0;0.0;0.0;0.0;49.01;1417504.0;-5.01;-0.10222;0.0;0.022359095817566402;49279.0;1525967.0;0.0;0.0;0.0;0.0;1406856000.0;0.0;58.76;13.06;2.509423;1575406800852.0;"false";"losers";1575412202235.0
"BOLD";"Audentes Therapeutics, Inc.";"NASDAQ";"tops";0.0;0.0;0.0;0.0;0.0;0.0;58.96;"IEX price";"3:59:54 PM";1575406794396.0;0.0;58.96;100.0;1575406794396.0;0.0;0.0;0.0;0.0;0.0;0.0;28.61;410959.0;30.35;1.06082;0.0;0.09583394155549729;2671367.0;331926.0;0.0;0.0;0.0;0.0;2699365680.0;-14.8;58.96;17.95;1.3489780000000002;1575406800389.0;"false";"volume";1575412202237.0
"BMY^";"Bristol-Myers Squibb Co.";"New York Stock Exchange";"close";0.0;0.0;0.0;0.0;0.0;0.0;2.26;"Close";"December 3, 2019";1575406825347.0;0.0;2.255;3512.0;1575406787819.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.06677112079947928;2066616.0;0.0;0.0;0.0;0.0;0.0;3682195400.0;0.0;2.26;0.0;0.0;1575406825346.0;"false";"volume";1575412202237.0
"BAC";"Bank of America Corp.";"New York Stock Exchange";"close";0.0;0.0;0.0;0.0;0.0;0.0;32.84;"Close";"December 3, 2019";1575406804527.0;0.0;32.845;200.0;1575406796112.0;0.0;0.0;0.0;0.0;0.0;0.0;33.43;47199596.0;-0.59;-0.01765;0.0;0.030042231844285273;1771959.0;44956053.0;0.0;0.0;0.0;0.0;295399412400.0;12.01;33.75;22.66;0.321693;1575406804497.0;"false";"volume";1575412202237.0
"CLF";"Cleveland-Cliffs, Inc.";"New York Stock Exchange";"close";0.0;0.0;0.0;0.0;0.0;0.0;7.51;"Close";"December 3, 2019";1575406805985.0;0.0;7.505;100.0;1575406789473.0;0.0;0.0;0.0;0.0;0.0;0.0;8.41;11511360.0;-0.9;-0.10702;0.0;0.031511946542416173;1706966.0;10638509.0;0.0;0.0;0.0;0.0;2028315820.0;2.59;12.26;6.59;-0.03704500000000001;1575406805977.0;"false";"volume";1575412202237.0
"SPY";"SPDR S&P 500 ETF Trust";"NYSE Arca";"close";0.0;0.0;0.0;0.0;0.0;0.0;309.55;"Close";"December 3, 2019";1575406800146.0;0.0;309.23;200.0;1575408658501.0;0.0;0.0;0.0;0.0;0.0;0.0;311.64;76110027.0;-2.09;-0.00671;0.0;0.020814036892970504;1569498.0;50877375.0;0.0;0.0;0.0;0.0;0.0;0.0;315.48;233.76;0.238953;1575406852861.0;"false";"volume";1575412202237.0
"GE";"General Electric Co.";"New York Stock Exchange";"close";0.0;0.0;0.0;0.0;0.0;0.0;10.99;"Close";"December 3, 2019";1575406849047.0;0.0;10.99;90.0;1575406797510.0;0.0;0.0;0.0;0.0;0.0;0.0;11.16;68766609.0;-0.17;-0.01523;0.0;0.01975083938113327;1345565.0;59811573.0;0.0;0.0;0.0;0.0;95981714500.0;352.24;11.84;6.66;0.37110499999999996;1575406849004.0;"false";"volume";1575412202237.0
"XLF";"Financial Select Sector SPDR Fund";"NYSE Arca";"close";0.0;0.0;0.0;0.0;0.0;0.0;29.54;"Close";"December 3, 2019";1575406800047.0;0.0;29.53;500.0;1575406791154.0;0.0;0.0;0.0;0.0;0.0;0.0;29.96;52431092.0;-0.42;-0.01402;0.0;0.01826328721624189;1234505.0;40533844.0;0.0;0.0;0.0;0.0;0.0;0.0;30.26;22.05;0.233274;1575406800082.0;"false";"volume";1575412202237.0
"EEM";"iShares MSCI Emerging Markets ETF";"NYSE Arca";"close";0.0;0.0;0.0;0.0;0.0;0.0;42.31;"Close";"December 3, 2019";1575406800112.0;0.0;42.31;400.0;1575406778436.0;0.0;0.0;0.0;0.0;0.0;0.0;42.53;59779443.0;-0.22;-0.00517;0.0;0.019170251628951654;973384.0;53811771.0;0.0;0.0;0.0;0.0;0.0;0.0;44.84;38.04;0.080887;1575406800103.0;"false";"volume";1575412202237.0
"SCHW";"The Charles Schwab Corp.";"New York Stock Exchange";"close";0.0;0.0;0.0;0.0;0.0;0.0;48.66;"Close";"December 3, 2019";1575406878552.0;0.0;48.66;129.0;1575406798006.0;0.0;0.0;0.0;0.0;0.0;0.0;49.57;11377640.0;-0.91;-0.01836;0.0;0.0839415606863451;936307.0;9526403.0;0.0;0.0;0.0;0.0;62396231400.0;17.89;50.97;34.58;0.1738;1575406799930.0;"false";"volume";1575412202237.0
"PFE";"Pfizer Inc.";"New York Stock Exchange";"close";0.0;0.0;0.0;0.0;0.0;0.0;38.05;"Close";"December 3, 2019";1575407069341.0;0.0;38.055;50.0;1575406798306.0;0.0;0.0;0.0;0.0;0.0;0.0;38.29;14847393.0;-0.24;-0.00627;0.0;0.046881263660610455;929733.0;20431586.0;0.0;0.0;0.0;0.0;210573266000.0;13.08;46.47;33.97;-0.120952;1575406799945.0;"false";"volume";1575412202237.0
"PTGX";"Protagonist Therapeutics, Inc.";"NASDAQ";"tops";0.0;0.0;0.0;0.0;0.0;0.0;8.12;"IEX price";"3:59:43 PM";1575493183589.0;19068736.0;8.12;100.0;1575493183589.0;0.0;0.0;0.0;0.0;0.0;0.0;4.69;3880973.0;3.43;0.73134;19068736.0;0.018248666298594726;347979.0;433641.0;0.0;0.0;0.0;0.0;213393600.0;-2.76;16.67;4.47;0.412037;1575493200350.0;"undefined";"gainers";1575498602371.0
"PTGX";"Protagonist Therapeutics, Inc.";"NASDAQ";"tops";0.0;0.0;0.0;0.0;0.0;0.0;8.12;"IEX price";"3:59:43 PM";1575493183589.0;19068731.0;8.12;100.0;1575493183589.0;0.0;0.0;0.0;0.0;0.0;0.0;4.69;3880973.0;3.43;0.73134;19068731.0;0.018248671083566075;347979.0;433641.0;0.0;0.0;0.0;0.0;213393600.0;-2.76;16.67;4.47;0.412037;1575493200350.0;"undefined";"gainers";1575498602372.0
"PTGX";"Protagonist Therapeutics, Inc.";"NASDAQ";"tops";0.0;0.0;0.0;0.0;0.0;0.0;8.12;"IEX price";"3:59:43 PM";1575493183589.0;19067766.0;8.12;100.0;1575493183589.0;0.0;0.0;0.0;0.0;0.0;0.0;4.69;3880973.0;3.43;0.73134;19067766.0;0.018249594630015912;347979.0;433641.0;0.0;0.0;0.0;0.0;213393600.0;-2.76;16.67;4.47;0.412037;1575493200350.0;"undefined";"gainers";1575498602372.0
"RVNC";"Revance Therapeutics, Inc.";"NASDAQ";"tops";0.0;0.0;0.0;0.0;0.0;0.0;16.61;"IEX price";"3:59:59 PM";1575493199039.0;0.0;16.61;100.0;1575493199039.0;0.0;0.0;0.0;0.0;0.0;0.0;20.15;761328.0;-3.54;-0.17568;0.0;0.03323458096987024;185739.0;437013.0;0.0;0.0;0.0;0.0;749250524.0;-4.39;24.99;9.88;-0.142876;1575493200334.0;"false";"losers";1575498602377.0
"ARDX";"Ardelyx, Inc.";"NASDAQ";"tops";0.0;0.0;0.0;0.0;0.0;0.0;6.82;"IEX price";"3:59:52 PM";1575493192222.0;0.0;6.82;100.0;1575493192222.0;0.0;0.0;0.0;0.0;0.0;0.0;8.05;5006731.0;-1.23;-0.1528;0.0;0.011596625613852276;26153.0;733592.0;0.0;0.0;0.0;0.0;429032560.0;-4.14;8.31;1.6;2.8722;1575493200644.0;"false";"losers";1575498602378.0
"PCG";"PG&E Corp.";"New York Stock Exchange";"close";0.0;0.0;0.0;0.0;0.0;0.0;9.47;"Close";"December 4, 2019";1575493546399.0;0.0;9.48;100.0;1575493193923.0;0.0;0.0;0.0;0.0;0.0;0.0;8.52;16368864.0;0.95;0.1115;0.0;0.029097099536405175;1775150.0;24862263.0;0.0;0.0;0.0;0.0;5011808100.0;-0.45;27.38;3.55;-0.5305169999999999;1575493199505.0;"false";"mostActive";1575498602719.0
"BAC";"Bank of America Corp.";"New York Stock Exchange";"close";0.0;0.0;0.0;0.0;0.0;0.0;33.15;"Close";"December 4, 2019";1575493216496.0;0.0;33.15;190.0;1575493189734.0;0.0;0.0;0.0;0.0;0.0;0.0;32.84;58987928.0;0.31;0.00944;0.0;0.018362850806539956;829748.0;44866468.0;0.0;0.0;0.0;0.0;298187896500.0;12.13;33.75;22.66;0.325145;1575493216468.0;"false";"mostActive";1575498602719.0
"AMD";"Advanced Micro Devices, Inc.";"NASDAQ";"tops";0.0;0.0;0.0;0.0;0.0;0.0;39.695;"IEX price";"3:59:56 PM";1575493196794.0;0.0;39.695;100.0;1575493196794.0;0.0;0.0;0.0;0.0;0.0;0.0;38.9;52991201.0;0.795;0.02044;0.0;0.035827319419123684;1585871.0;56987309.0;0.0;0.0;0.0;0.0;44205542850.0;201.5;41.79;16.03;1.086292;1575493200262.0;"false";"mostActive";1575498602719.0
"GE";"General Electric Co.";"New York Stock Exchange";"close";0.0;0.0;0.0;0.0;0.0;0.0;10.9;"Close";"December 4, 2019";1575493213650.0;0.0;10.9;100.0;1575493197527.0;0.0;0.0;0.0;0.0;0.0;0.0;10.99;66011293.0;-0.09;-0.00819;0.0;0.01583752212526055;689112.0;59885554.0;0.0;0.0;0.0;0.0;95195695000.0;349.36;11.84;6.66;0.35702700000000004;1575493213605.0;"false";"mostActive";1575498602719.0
"VIAB";"Viacom, Inc.";"NASDAQ";"tops";0.0;0.0;0.0;0.0;0.0;0.0;24.27;"IEX price";"3:59:57 PM";1575493197308.0;0.0;24.27;700.0;1575493197308.0;0.0;0.0;0.0;0.0;0.0;0.0;23.47;7072169.0;0.8;0.03409;0.0;0.016563130606863766;690402.0;6295278.0;0.0;0.0;0.0;0.0;9790687890.0;6.32;31.96;20.92;-0.088527;1575493200512.0;"false";"mostActive";1575498602719.0
"T";"AT&T, Inc.";"New York Stock Exchange";"close";0.0;0.0;0.0;0.0;0.0;0.0;38.1;"Close";"December 4, 2019";1575493373827.0;0.0;38.145;20.0;1575493198210.0;0.0;0.0;0.0;0.0;0.0;0.0;37.55;24870032.0;0.55;0.01465;0.0;0.022337779412100904;852999.0;31238769.0;0.0;0.0;0.0;0.0;278320500000.0;17.0;39.7;26.8;0.285808;1575493199975.0;"false";"mostActive";1575498602719.0
"ET";"Energy Transfer LP";"New York Stock Exchange";"close";0.0;0.0;0.0;0.0;0.0;0.0;11.33;"Close";"December 4, 2019";1575493273539.0;0.0;11.31;30.0;1575493197210.0;0.0;0.0;0.0;0.0;0.0;0.0;11.4;18422694.0;-0.07;-0.00614;0.0;0.03349965790385238;1275518.0;18536209.0;0.0;0.0;0.0;0.0;29763910000.0;9.05;15.98;10.83;-0.145763;1575493199943.0;"false";"mostActive";1575498602719.0
